ProductionID,ProductID,MachineID,MachineType,ProductionShift,ProductionSpeed_UPH,ProductionTime
7130,25,M02429,Type_18,Night,121.0,2024-09-17 07:21:14
7131,20,M04988,Type_15,Morning,90.8,2024-09-17 07:25:46
7132,11,M08734,Type_18,Afternoon,80.0,2024-09-17 08:40:23
7133,7,M09480,Type_05,Afternoon,121.1,2024-09-17 08:44:55
7134,7,M09826,Type_15,Morning,144.9,2024-09-17 08:46:00
7135,9,M04921,Type_13,Afternoon,90.1,2024-09-17 08:51:06
7136,3,M02927,Type_18,Afternoon,134.4,2024-09-17 09:40:03
7137,11,M09545,Type_25,Night,110.9,2024-09-17 11:37:22
7138,17,M07283,Type_06,Afternoon,83.3,2024-09-17 12:43:14
7139,8,M04377,Type_16,Afternoon,87.4,2024-09-17 13:11:50
7140,20,M09491,Type_06,Morning,110.3,2024-09-17 14:15:41
7141,2,M04869,Type_04,Night,101.9,2024-09-17 14:36:22
7142,21,M06987,Type_12,Morning,83.7,2024-09-17 15:03:29
7143,20,M06863,Type_23,Night,80.0,2024-09-17 15:10:07
7144,1,M04424,Type_20,Morning,93.1,2024-09-17 15:21:11
7145,16,M06871,Type_21,Night,113.9,2024-09-17 15:44:58
7146,23,M08160,Type_03,Afternoon,109.9,2024-09-17 17:27:05
7147,4,M02074,Type_06,Night,100.0,2024-09-17 17:50:08
7148,24,M06171,Type_19,Morning,114.0,2024-09-17 17:55:15
7149,9,M00702,Type_09,Afternoon,130.8,2024-09-17 17:58:09
7150,8,M08114,Type_21,Afternoon,117.9,2024-09-17 19:34:26
7151,1,M06826,Type_23,Night,107.6,2024-09-17 21:48:32
7152,8,M07868,Type_19,Morning,128.6,2024-09-17 23:08:33
7153,5,M04265,Type_16,Night,90.8,2024-09-17 23:21:42
7154,1,M07969,Type_09,Night,105.5,2024-09-18 00:41:19
7155,25,M08147,Type_25,Morning,106.0,2024-09-18 00:53:14
7156,25,M07777,Type_25,Night,85.3,2024-09-18 00:55:31
7157,7,M08559,Type_03,Afternoon,101.6,2024-09-18 01:48:25
7158,15,M08720,Type_03,Afternoon,80.0,2024-09-18 01:56:12
7159,7,M04887,Type_13,Morning,148.2,2024-09-18 03:43:35
7160,1,M03936,Type_05,Afternoon,91.3,2024-09-18 04:36:46
7161,9,M04620,Type_22,Afternoon,141.7,2024-09-18 05:29:09
7162,1,M05192,Type_22,Afternoon,110.8,2024-09-18 06:20:39
7163,12,M06876,Type_25,Afternoon,121.3,2024-09-18 06:34:39
7164,7,M07857,Type_08,Afternoon,100.2,2024-09-18 06:47:36
7165,25,M05402,Type_17,Afternoon,114.2,2024-09-18 06:50:22
7166,9,M03023,Type_05,Morning,123.0,2024-09-18 06:56:48
7167,5,M05739,Type_18,Night,123.3,2024-09-18 08:14:06
7168,12,M05985,Type_16,Afternoon,125.5,2024-09-18 09:42:46
7169,22,M01771,Type_25,Morning,102.6,2024-09-18 11:26:51
7170,2,M09970,Type_19,Morning,100.4,2024-09-18 11:48:58
7171,18,M08990,Type_03,Afternoon,80.0,2024-09-18 13:03:50
7172,9,M03216,Type_05,Night,120.5,2024-09-18 14:57:52
7173,1,M06695,Type_14,Morning,131.6,2024-09-18 15:04:50
7174,10,M02977,Type_10,Afternoon,142.3,2024-09-18 16:21:54
7175,14,M03738,Type_08,Morning,116.1,2024-09-18 17:12:27
7176,21,M09904,Type_17,Afternoon,94.7,2024-09-18 17:15:00
7177,14,M00753,Type_15,Night,80.0,2024-09-18 18:38:34
7178,7,M01393,Type_04,Night,130.8,2024-09-18 19:58:52
7179,12,M06790,Type_14,Morning,80.0,2024-09-18 21:36:46
7180,22,M00678,Type_15,Afternoon,103.2,2024-09-18 21:41:48
7181,22,M00106,Type_13,Morning,105.5,2024-09-19 00:10:13
7182,6,M04754,Type_19,Afternoon,108.6,2024-09-19 00:21:12
7183,13,M01947,Type_05,Night,110.7,2024-09-19 00:48:30
7184,8,M05545,Type_03,Night,112.8,2024-09-19 04:34:19
7185,23,M01096,Type_01,Morning,80.0,2024-09-19 04:50:49
7186,21,M06986,Type_11,Night,110.3,2024-09-19 05:14:21
7187,2,M01783,Type_08,Afternoon,80.0,2024-09-19 06:46:41
7188,10,M04542,Type_03,Morning,124.6,2024-09-19 07:26:40
7189,6,M03258,Type_13,Afternoon,98.9,2024-09-19 08:01:38
7190,16,M06214,Type_01,Afternoon,80.0,2024-09-19 08:20:25
7191,10,M04870,Type_04,Afternoon,93.7,2024-09-19 09:52:41
7192,15,M01562,Type_18,Afternoon,98.6,2024-09-19 13:12:04
7193,21,M04007,Type_17,Afternoon,133.8,2024-09-19 14:33:48
7194,20,M09868,Type_12,Morning,113.9,2024-09-19 15:34:47
7195,10,M09315,Type_19,Night,116.9,2024-09-19 17:33:01
7196,11,M03982,Type_11,Afternoon,133.6,2024-09-19 18:39:53
7197,21,M09494,Type_09,Morning,108.1,2024-09-19 19:58:17
7198,25,M05683,Type_09,Night,125.1,2024-09-19 20:06:23
7199,2,M05783,Type_05,Night,123.7,2024-09-19 20:15:38
7200,22,M00944,Type_24,Night,84.3,2024-09-19 22:41:34
7201,25,M04551,Type_20,Morning,139.5,2024-09-19 23:42:56
7202,10,M09138,Type_18,Morning,81.6,2024-09-19 23:49:00
7203,21,M00601,Type_18,Afternoon,128.3,2024-09-19 23:49:46
7204,12,M06377,Type_20,Morning,80.0,2024-09-19 23:56:41
7205,11,M09610,Type_20,Night,122.0,2024-09-19 23:59:13
7206,22,M01525,Type_09,Morning,147.2,2024-09-20 00:24:15
7207,15,M03767,Type_02,Morning,105.7,2024-09-20 02:10:13
7208,4,M00251,Type_08,Afternoon,104.9,2024-09-20 04:48:58
7209,5,M09737,Type_06,Morning,122.2,2024-09-20 05:10:33
7210,24,M00079,Type_19,Night,103.4,2024-09-20 07:00:30
7211,1,M03124,Type_04,Afternoon,146.4,2024-09-20 07:06:26
7212,1,M09090,Type_13,Morning,113.8,2024-09-20 08:50:17
7213,10,M07065,Type_06,Morning,103.6,2024-09-20 08:56:07
7214,4,M08418,Type_05,Afternoon,99.2,2024-09-20 09:31:07
7215,13,M01210,Type_05,Morning,91.3,2024-09-20 09:41:34
7216,14,M05154,Type_01,Afternoon,97.4,2024-09-20 10:21:32
7217,19,M04899,Type_01,Afternoon,103.0,2024-09-20 10:53:25
7218,5,M02179,Type_20,Afternoon,100.2,2024-09-20 11:35:47
7219,11,M07611,Type_23,Night,96.8,2024-09-20 12:31:54
7220,8,M08896,Type_07,Night,152.0,2024-09-20 14:01:34
7221,1,M02545,Type_11,Night,89.4,2024-09-20 14:31:12
7222,5,M05523,Type_19,Morning,112.9,2024-09-20 15:04:45
7223,21,M02371,Type_05,Morning,121.9,2024-09-20 15:31:10
7224,18,M03282,Type_14,Morning,122.6,2024-09-20 15:48:06
7225,13,M04711,Type_17,Night,108.8,2024-09-20 15:53:59
7226,5,M00329,Type_02,Night,105.2,2024-09-20 16:27:19
7227,24,M05580,Type_01,Night,119.0,2024-09-20 16:29:05
7228,7,M04229,Type_07,Morning,115.3,2024-09-20 18:31:56
7229,12,M06795,Type_20,Night,104.8,2024-09-20 18:54:26
7230,2,M00121,Type_23,Afternoon,80.0,2024-09-20 18:56:20
7231,13,M06750,Type_14,Morning,100.6,2024-09-20 19:05:37
7232,14,M00965,Type_20,Afternoon,87.1,2024-09-20 22:09:09
7233,6,M04225,Type_09,Morning,96.7,2024-09-20 22:45:38
7234,16,M03676,Type_23,Afternoon,110.7,2024-09-20 22:47:52
7235,10,M05695,Type_19,Morning,117.2,2024-09-20 23:08:58
7236,11,M02077,Type_25,Afternoon,145.6,2024-09-20 23:46:24
7237,1,M06866,Type_02,Afternoon,99.3,2024-09-21 01:36:40
7238,15,M05644,Type_21,Night,125.5,2024-09-21 04:42:34
7239,16,M08525,Type_22,Afternoon,116.1,2024-09-21 04:52:06
7240,10,M05250,Type_02,Afternoon,135.9,2024-09-21 05:15:11
7241,10,M01317,Type_10,Night,121.5,2024-09-21 05:38:46
7242,3,M01197,Type_01,Night,89.8,2024-09-21 05:58:12
7243,11,M03171,Type_20,Morning,80.0,2024-09-21 08:16:21
7244,11,M09622,Type_11,Afternoon,116.2,2024-09-21 08:51:04
7245,16,M00356,Type_16,Morning,99.4,2024-09-21 09:05:40
7246,6,M09719,Type_18,Morning,90.4,2024-09-21 10:19:27
7247,9,M00029,Type_12,Afternoon,84.6,2024-09-21 12:20:52
7248,1,M01014,Type_06,Night,113.2,2024-09-21 14:24:17
7249,6,M09020,Type_04,Morning,140.2,2024-09-21 14:58:07
7250,18,M02025,Type_18,Night,101.8,2024-09-21 17:01:47
7251,25,M08491,Type_09,Night,121.8,2024-09-21 17:26:52
7252,13,M05840,Type_09,Night,108.0,2024-09-21 18:45:30
7253,2,M05792,Type_09,Morning,84.2,2024-09-21 19:14:39
7254,19,M00755,Type_22,Night,124.7,2024-09-21 19:36:03
7255,2,M08962,Type_20,Morning,88.1,2024-09-21 20:50:45
7256,4,M03736,Type_13,Afternoon,110.4,2024-09-21 21:16:38
7257,4,M01239,Type_07,Morning,103.2,2024-09-21 21:45:52
7258,10,M01907,Type_04,Morning,127.9,2024-09-21 22:26:51
7259,17,M07400,Type_07,Afternoon,88.8,2024-09-21 22:35:34
7260,24,M07962,Type_19,Afternoon,117.8,2024-09-22 00:19:17
7261,16,M09757,Type_19,Morning,93.2,2024-09-22 01:16:26
7262,21,M09411,Type_06,Morning,99.8,2024-09-22 01:25:38
7263,8,M04602,Type_10,Afternoon,80.0,2024-09-22 02:50:15
7264,6,M09550,Type_13,Morning,151.8,2024-09-22 03:36:15
7265,2,M01461,Type_06,Night,121.0,2024-09-22 03:46:58
7266,23,M07670,Type_15,Morning,94.7,2024-09-22 03:57:29
7267,15,M01417,Type_23,Morning,87.5,2024-09-22 04:20:28
7268,25,M07767,Type_18,Morning,100.1,2024-09-22 05:47:07
7269,23,M01429,Type_23,Afternoon,124.3,2024-09-22 07:04:41
7270,11,M04379,Type_18,Morning,80.0,2024-09-22 07:54:08
7271,21,M07530,Type_03,Morning,107.2,2024-09-22 08:03:04
7272,16,M04475,Type_19,Night,145.4,2024-09-22 08:30:52
7273,4,M03072,Type_23,Afternoon,87.3,2024-09-22 09:05:07
7274,11,M00556,Type_14,Morning,111.6,2024-09-22 09:53:33
7275,14,M08548,Type_17,Afternoon,154.1,2024-09-22 10:04:21
7276,8,M01564,Type_05,Night,122.6,2024-09-22 10:08:29
7277,6,M01041,Type_15,Morning,112.5,2024-09-22 10:09:57
7278,21,M02687,Type_13,Morning,120.1,2024-09-22 10:11:10
7279,23,M02554,Type_19,Night,102.0,2024-09-22 10:50:29
7280,19,M01780,Type_14,Afternoon,136.0,2024-09-22 11:22:07
7281,25,M00076,Type_21,Afternoon,102.0,2024-09-22 14:39:27
7282,4,M04327,Type_08,Morning,80.0,2024-09-22 14:57:44
7283,4,M05836,Type_22,Morning,102.2,2024-09-22 15:18:57
7284,24,M05058,Type_19,Afternoon,90.7,2024-09-22 15:56:41
7285,6,M02350,Type_20,Morning,104.4,2024-09-22 18:25:11
7286,11,M02774,Type_15,Afternoon,104.8,2024-09-22 18:39:13
7287,1,M02263,Type_02,Afternoon,133.9,2024-09-22 20:08:57
7288,2,M03230,Type_07,Morning,123.9,2024-09-22 21:23:48
7289,9,M00393,Type_18,Night,115.3,2024-09-22 22:08:50
7290,16,M01109,Type_18,Night,109.9,2024-09-22 23:28:50
7291,6,M04363,Type_25,Afternoon,88.8,2024-09-23 00:49:45
7292,23,M05189,Type_13,Morning,80.0,2024-09-23 01:39:47
7293,9,M08803,Type_10,Morning,112.3,2024-09-23 01:57:43
7294,19,M05058,Type_19,Afternoon,125.9,2024-09-23 02:23:14
7295,5,M03999,Type_10,Morning,107.8,2024-09-23 04:05:09
7296,21,M08865,Type_19,Night,99.3,2024-09-23 04:45:36
7297,10,M06567,Type_18,Morning,119.3,2024-09-23 07:52:33
7298,7,M03678,Type_12,Afternoon,108.3,2024-09-23 09:53:41
7299,2,M05797,Type_07,Morning,143.7,2024-09-23 11:02:38
7300,20,M06364,Type_04,Afternoon,134.7,2024-09-23 11:18:02
7301,4,M08124,Type_07,Morning,129.2,2024-09-23 11:26:25
7302,8,M08223,Type_15,Afternoon,125.2,2024-09-23 12:11:57
7303,3,M07691,Type_18,Morning,84.2,2024-09-23 12:30:43
7304,2,M01401,Type_08,Night,123.3,2024-09-23 13:00:27
7305,9,M04072,Type_15,Morning,117.5,2024-09-23 17:22:00
7306,11,M08809,Type_09,Night,122.1,2024-09-23 19:09:18
7307,4,M02787,Type_23,Night,119.9,2024-09-23 19:09:39
7308,9,M07170,Type_23,Morning,119.1,2024-09-23 19:16:46
7309,6,M00871,Type_03,Night,160.0,2024-09-23 19:37:09
7310,1,M04197,Type_20,Morning,108.5,2024-09-23 19:43:08
7311,3,M09605,Type_22,Night,128.7,2024-09-23 20:32:29
7312,7,M02740,Type_10,Afternoon,100.6,2024-09-24 00:00:29
7313,9,M00941,Type_05,Morning,125.8,2024-09-24 00:55:57
7314,8,M00341,Type_14,Morning,128.8,2024-09-24 02:18:21
7315,21,M07423,Type_25,Morning,117.3,2024-09-24 02:54:55
7316,13,M04134,Type_11,Night,143.4,2024-09-24 04:48:39
7317,24,M00660,Type_11,Morning,92.3,2024-09-24 06:50:43
7318,18,M09753,Type_11,Afternoon,100.3,2024-09-24 08:05:08
7319,19,M03458,Type_25,Afternoon,114.2,2024-09-24 11:45:18
7320,24,M09849,Type_14,Night,127.6,2024-09-24 11:50:41
7321,9,M02976,Type_21,Morning,113.6,2024-09-24 11:50:46
7322,24,M09242,Type_21,Afternoon,135.7,2024-09-24 12:07:50
7323,20,M00454,Type_20,Afternoon,96.8,2024-09-24 14:29:50
7324,6,M09897,Type_11,Afternoon,87.2,2024-09-24 15:13:21
7325,21,M08185,Type_08,Morning,116.2,2024-09-24 16:12:27
7326,12,M05443,Type_22,Morning,108.5,2024-09-24 16:33:29
7327,4,M00819,Type_08,Morning,120.9,2024-09-24 16:59:37
7328,9,M04869,Type_04,Afternoon,109.5,2024-09-24 17:40:56
7329,10,M00013,Type_12,Morning,103.2,2024-09-24 17:50:19
7330,3,M07728,Type_05,Afternoon,108.5,2024-09-24 18:43:29
7331,17,M00921,Type_19,Morning,110.6,2024-09-24 21:24:46
7332,7,M04921,Type_13,Night,103.9,2024-09-24 21:32:22
7333,8,M02419,Type_15,Night,105.9,2024-09-24 21:41:03
7334,11,M09507,Type_11,Afternoon,101.9,2024-09-24 21:45:16
7335,13,M06476,Type_11,Morning,127.1,2024-09-24 22:04:59
7336,3,M02018,Type_07,Morning,113.9,2024-09-25 01:08:25
7337,19,M07958,Type_22,Morning,155.1,2024-09-25 01:24:34
7338,14,M09421,Type_18,Morning,113.2,2024-09-25 06:12:46
7339,22,M04793,Type_17,Afternoon,99.0,2024-09-25 07:23:37
7340,16,M06831,Type_24,Afternoon,160.0,2024-09-25 08:18:32
7341,15,M02435,Type_04,Night,118.3,2024-09-25 08:18:33
7342,2,M02869,Type_01,Morning,129.8,2024-09-25 08:20:34
7343,6,M01439,Type_02,Afternoon,121.8,2024-09-25 08:46:28
7344,21,M03544,Type_23,Afternoon,122.5,2024-09-25 09:23:39
7345,7,M01782,Type_20,Afternoon,120.7,2024-09-25 10:32:10
7346,9,M06344,Type_07,Morning,88.0,2024-09-25 10:59:29
7347,9,M02264,Type_09,Afternoon,117.4,2024-09-25 11:28:08
7348,17,M00212,Type_02,Afternoon,83.5,2024-09-25 15:05:26
7349,23,M08700,Type_06,Afternoon,106.5,2024-09-25 15:13:45
7350,3,M06160,Type_03,Night,95.5,2024-09-25 16:45:15
7351,4,M07028,Type_21,Morning,117.1,2024-09-25 17:27:44
7352,2,M00332,Type_01,Morning,116.7,2024-09-25 19:51:12
7353,1,M06861,Type_24,Afternoon,119.6,2024-09-25 19:51:16
7354,10,M08045,Type_11,Afternoon,115.7,2024-09-25 20:57:41
7355,3,M08170,Type_21,Morning,97.9,2024-09-25 21:22:49
7356,10,M08743,Type_19,Night,104.8,2024-09-25 21:36:42
7357,9,M05721,Type_15,Night,128.4,2024-09-25 23:15:07
7358,17,M09134,Type_07,Night,131.4,2024-09-26 03:21:02
7359,15,M00728,Type_02,Morning,87.1,2024-09-26 04:12:04
7360,3,M04976,Type_17,Night,80.0,2024-09-26 04:41:21
7361,21,M03244,Type_02,Afternoon,95.5,2024-09-26 04:42:44
7362,3,M00649,Type_15,Afternoon,130.9,2024-09-26 05:34:52
7363,4,M05096,Type_01,Afternoon,134.3,2024-09-26 06:50:28
7364,4,M06615,Type_23,Night,91.5,2024-09-26 06:55:35
7365,17,M07136,Type_16,Afternoon,116.1,2024-09-26 06:56:52
7366,6,M01010,Type_13,Morning,146.7,2024-09-26 07:52:27
7367,11,M01551,Type_08,Afternoon,118.3,2024-09-26 08:31:35
7368,12,M08996,Type_04,Afternoon,138.4,2024-09-26 08:43:01
7369,23,M07493,Type_01,Morning,130.0,2024-09-26 09:05:52
7370,7,M03402,Type_08,Night,91.8,2024-09-26 09:28:31
7371,13,M07448,Type_04,Afternoon,106.2,2024-09-26 09:29:12
7372,6,M05425,Type_14,Afternoon,110.7,2024-09-26 12:31:45
7373,23,M04242,Type_25,Morning,112.1,2024-09-26 15:21:50
7374,3,M03162,Type_14,Afternoon,128.3,2024-09-26 16:09:38
7375,21,M04156,Type_14,Morning,118.2,2024-09-26 16:37:48
7376,14,M07479,Type_21,Morning,80.0,2024-09-26 16:57:32
7377,14,M08720,Type_03,Afternoon,83.7,2024-09-26 17:50:03
7378,23,M09216,Type_23,Afternoon,80.0,2024-09-26 18:12:22
7379,10,M06618,Type_02,Afternoon,113.5,2024-09-26 19:53:53
7380,5,M05661,Type_08,Morning,114.8,2024-09-26 20:04:28
7381,2,M08625,Type_17,Afternoon,115.7,2024-09-26 20:15:23
7382,6,M01177,Type_17,Morning,90.8,2024-09-26 21:20:22
7383,23,M07957,Type_21,Night,123.5,2024-09-26 21:51:40
7384,11,M08593,Type_11,Afternoon,124.3,2024-09-26 22:48:15
7385,18,M02234,Type_07,Afternoon,84.9,2024-09-26 23:01:54
7386,24,M04701,Type_21,Morning,80.7,2024-09-26 23:37:14
7387,21,M05907,Type_01,Morning,110.0,2024-09-27 00:07:03
7388,11,M07861,Type_12,Night,145.8,2024-09-27 00:27:30
7389,24,M07527,Type_25,Morning,144.0,2024-09-27 00:32:22
7390,15,M05560,Type_14,Afternoon,121.3,2024-09-27 00:40:00
7391,3,M06733,Type_13,Afternoon,95.4,2024-09-27 01:04:18
7392,2,M02514,Type_25,Morning,127.7,2024-09-27 01:29:05
7393,7,M07831,Type_22,Night,101.0,2024-09-27 02:45:34
7394,5,M09966,Type_14,Afternoon,94.6,2024-09-27 02:59:20
7395,21,M06945,Type_25,Morning,80.0,2024-09-27 03:11:20
7396,13,M07911,Type_14,Morning,112.0,2024-09-27 03:26:03
7397,8,M05650,Type_03,Morning,97.4,2024-09-27 05:10:21
7398,9,M01097,Type_11,Night,111.9,2024-09-27 05:27:16
7399,8,M09121,Type_25,Afternoon,80.0,2024-09-27 05:34:55
7400,10,M01952,Type_05,Morning,113.4,2024-09-27 06:04:38
7401,2,M09747,Type_25,Morning,80.0,2024-09-27 06:43:43
7402,10,M09187,Type_04,Afternoon,131.8,2024-09-27 07:09:19
7403,11,M07800,Type_23,Afternoon,120.4,2024-09-27 08:42:34
7404,23,M08805,Type_18,Afternoon,104.4,2024-09-27 09:24:24
7405,11,M00596,Type_17,Morning,121.3,2024-09-27 09:45:07
7406,5,M07876,Type_02,Morning,90.4,2024-09-27 11:45:44
7407,14,M09034,Type_14,Afternoon,111.4,2024-09-27 12:08:45
7408,23,M04440,Type_11,Night,125.9,2024-09-27 12:10:11
7409,3,M05973,Type_02,Morning,80.0,2024-09-27 14:35:16
7410,20,M00859,Type_13,Afternoon,101.1,2024-09-27 14:58:41
7411,23,M05520,Type_18,Afternoon,109.5,2024-09-27 16:04:25
7412,2,M07386,Type_21,Afternoon,106.1,2024-09-27 18:32:09
7413,18,M08637,Type_21,Morning,139.1,2024-09-27 19:39:04
7414,1,M09981,Type_22,Night,87.5,2024-09-27 20:54:23
7415,1,M04318,Type_05,Afternoon,97.6,2024-09-27 22:05:32
7416,17,M03455,Type_20,Afternoon,80.0,2024-09-27 22:40:56
7417,6,M01031,Type_07,Morning,140.2,2024-09-27 22:54:06
7418,13,M09488,Type_23,Morning,105.1,2024-09-28 00:07:49
7419,21,M07907,Type_03,Morning,101.2,2024-09-28 00:35:57
7420,24,M01448,Type_08,Afternoon,109.0,2024-09-28 00:45:11
7421,21,M02851,Type_08,Morning,122.7,2024-09-28 01:55:56
7422,1,M08107,Type_22,Afternoon,116.9,2024-09-28 02:10:53
7423,24,M07152,Type_11,Morning,160.0,2024-09-28 02:16:18
7424,6,M09504,Type_20,Afternoon,119.1,2024-09-28 04:17:05
7425,8,M06953,Type_06,Afternoon,100.7,2024-09-28 04:26:53
7426,13,M04056,Type_17,Morning,98.8,2024-09-28 04:39:30
7427,2,M05403,Type_24,Morning,102.1,2024-09-28 05:10:27
7428,8,M09282,Type_22,Morning,80.0,2024-09-28 06:21:46
7429,22,M01673,Type_13,Afternoon,110.8,2024-09-28 06:22:46
7430,1,M04533,Type_25,Afternoon,125.7,2024-09-28 06:55:03
7431,13,M04925,Type_07,Morning,97.7,2024-09-28 07:55:16
7432,1,M06086,Type_05,Afternoon,93.9,2024-09-28 08:28:05
7433,10,M07735,Type_22,Morning,140.3,2024-09-28 08:37:06
7434,5,M04865,Type_03,Morning,81.5,2024-09-28 09:05:14
7435,23,M09317,Type_12,Morning,80.0,2024-09-28 10:12:20
7436,20,M01222,Type_11,Night,86.9,2024-09-28 10:36:49
7437,13,M02861,Type_06,Morning,80.0,2024-09-28 12:12:36
7438,5,M08429,Type_11,Morning,117.7,2024-09-28 12:57:54
7439,10,M09337,Type_18,Morning,102.8,2024-09-28 13:34:13
7440,3,M03254,Type_21,Morning,105.6,2024-09-28 14:04:03
7441,2,M03783,Type_06,Afternoon,133.1,2024-09-28 15:01:32
7442,2,M06958,Type_24,Morning,96.2,2024-09-28 16:27:43
7443,5,M00767,Type_02,Morning,125.5,2024-09-28 16:35:20
7444,4,M02682,Type_23,Afternoon,140.2,2024-09-28 17:08:15
7445,2,M07711,Type_23,Morning,100.9,2024-09-28 18:05:11
7446,21,M07483,Type_12,Afternoon,124.7,2024-09-28 19:54:37
7447,9,M05087,Type_24,Afternoon,105.2,2024-09-28 20:11:15
7448,24,M07965,Type_21,Morning,128.5,2024-09-28 21:08:46
7449,9,M02666,Type_20,Afternoon,80.0,2024-09-28 21:38:50
7450,9,M09952,Type_02,Morning,80.0,2024-09-28 23:14:22
7451,24,M03514,Type_01,Afternoon,102.2,2024-09-28 23:59:34
7452,25,M00496,Type_21,Afternoon,92.2,2024-09-29 00:30:59
7453,4,M05823,Type_20,Morning,99.7,2024-09-29 01:05:38
7454,8,M02073,Type_21,Afternoon,105.6,2024-09-29 01:27:00
7455,18,M07796,Type_21,Night,124.4,2024-09-29 04:57:09
7456,9,M08530,Type_07,Night,101.8,2024-09-29 06:39:08
7457,25,M03950,Type_06,Afternoon,93.5,2024-09-29 08:41:52
7458,3,M06034,Type_22,Afternoon,103.0,2024-09-29 09:08:09
7459,6,M08329,Type_02,Morning,94.6,2024-09-29 09:39:50
7460,23,M02556,Type_20,Morning,91.3,2024-09-29 09:39:54
7461,19,M06371,Type_14,Afternoon,80.0,2024-09-29 10:54:44
7462,5,M04416,Type_11,Morning,111.4,2024-09-29 15:13:11
7463,17,M05960,Type_22,Night,98.6,2024-09-29 15:44:16
7464,19,M09108,Type_22,Morning,129.3,2024-09-29 16:02:56
7465,24,M05994,Type_17,Morning,81.1,2024-09-29 16:13:18
7466,3,M05022,Type_23,Morning,99.2,2024-09-29 16:18:15
7467,8,M02908,Type_19,Night,146.3,2024-09-29 16:45:55
7468,9,M02915,Type_03,Afternoon,91.2,2024-09-29 19:59:52
7469,22,M03871,Type_04,Afternoon,105.3,2024-09-29 21:27:16
7470,23,M09191,Type_20,Morning,85.7,2024-09-29 21:51:41
7471,22,M05086,Type_02,Night,83.0,2024-09-29 22:17:29
7472,8,M06547,Type_09,Morning,140.9,2024-09-29 23:06:41
7473,14,M00396,Type_09,Night,113.4,2024-09-29 23:37:36
7474,23,M00939,Type_18,Afternoon,112.7,2024-09-30 00:14:31
7475,10,M09829,Type_23,Morning,80.0,2024-09-30 03:34:31
7476,17,M02511,Type_16,Afternoon,117.2,2024-09-30 03:39:08
7477,3,M04637,Type_19,Afternoon,133.1,2024-09-30 03:39:41
7478,3,M01650,Type_03,Morning,133.0,2024-09-30 07:00:41
7479,3,M03691,Type_02,Night,123.4,2024-09-30 07:01:31
7480,4,M03436,Type_22,Afternoon,87.4,2024-09-30 07:42:56
7481,17,M03202,Type_05,Morning,116.3,2024-09-30 09:07:37
7482,14,M04180,Type_22,Morning,123.4,2024-09-30 09:16:40
7483,2,M08406,Type_02,Afternoon,80.0,2024-09-30 10:52:08
7484,12,M03238,Type_06,Afternoon,87.6,2024-09-30 11:39:39
7485,5,M03863,Type_01,Afternoon,127.8,2024-09-30 13:56:20
7486,22,M00059,Type_12,Afternoon,127.5,2024-09-30 13:57:55
7487,25,M04939,Type_21,Afternoon,80.0,2024-09-30 15:01:29
7488,2,M02972,Type_07,Night,125.9,2024-09-30 15:24:49
7489,12,M09720,Type_09,Afternoon,111.9,2024-09-30 16:09:54
7490,9,M08315,Type_23,Night,125.6,2024-09-30 16:10:24
7491,23,M09629,Type_16,Morning,97.3,2024-09-30 16:33:13
7492,9,M09355,Type_17,Morning,122.9,2024-09-30 21:11:55
7493,20,M03346,Type_18,Morning,126.9,2024-09-30 23:12:04
7494,23,M02487,Type_08,Afternoon,103.0,2024-09-30 23:23:46
7495,1,M00562,Type_09,Night,110.4,2024-10-01 00:14:21
7496,24,M03982,Type_11,Morning,97.0,2024-10-01 01:16:30
7497,7,M06262,Type_13,Morning,143.0,2024-10-01 01:34:35
7498,23,M01738,Type_25,Night,107.6,2024-10-01 02:50:31
7499,18,M09097,Type_05,Morning,91.6,2024-10-01 04:26:21
7500,10,M03555,Type_18,Afternoon,95.7,2024-10-01 05:32:24
7501,15,M09919,Type_12,Afternoon,112.5,2024-10-01 07:32:20
7502,9,M09127,Type_01,Night,125.1,2024-10-01 08:54:11
7503,11,M07096,Type_04,Morning,83.3,2024-10-01 08:58:36
7504,24,M08267,Type_23,Morning,147.0,2024-10-01 12:03:12
7505,1,M00295,Type_18,Afternoon,116.2,2024-10-01 12:04:38
7506,11,M08213,Type_07,Night,119.3,2024-10-01 12:08:23
7507,1,M09231,Type_16,Afternoon,108.1,2024-10-01 12:40:52
7508,5,M05331,Type_21,Morning,110.4,2024-10-01 12:46:14
7509,18,M04656,Type_02,Afternoon,107.0,2024-10-01 13:29:16
7510,1,M01110,Type_03,Night,130.4,2024-10-01 18:19:07
7511,10,M03772,Type_09,Night,109.8,2024-10-01 19:33:22
7512,13,M08564,Type_04,Night,125.3,2024-10-01 20:02:31
7513,8,M06124,Type_06,Morning,101.3,2024-10-01 20:50:15
7514,13,M07648,Type_06,Morning,113.9,2024-10-01 21:57:18
7515,20,M01175,Type_17,Afternoon,93.9,2024-10-01 23:14:18
7516,2,M01165,Type_01,Night,134.3,2024-10-01 23:32:55
7517,21,M09285,Type_10,Morning,93.3,2024-10-02 00:25:51
7518,12,M09476,Type_13,Morning,103.5,2024-10-02 00:38:05
7519,13,M09038,Type_06,Night,103.7,2024-10-02 01:28:42
7520,22,M08713,Type_08,Morning,102.9,2024-10-02 01:47:13
7521,8,M04467,Type_04,Morning,124.4,2024-10-02 02:39:26
