MachineID,MachineType,Temperature_C,Vibration_mm_s,Voltage_V,Current_A,Power_Consumption_kWh,Runtime_Hours,Failure_Status
M08479,Type_13,71.82,0.55,211.5,21.53,4.098,966.7,0
M08480,Type_01,66.68,0.44,220.1,5.64,1.117,382.8,1
M08481,Type_14,76.24,2.18,219.5,16.64,3.287,991.0,0
M08482,Type_05,67.71,2.53,215.3,20.36,3.945,732.9,0
M08483,Type_02,74.14,0.1,217.2,14.0,2.737,946.6,0
M08484,Type_09,74.8,2.09,217.4,13.82,2.704,737.8,0
M08485,Type_25,56.12,1.59,218.7,15.31,3.013,504.2,0
M08486,Type_01,55.67,1.39,205.2,16.01,2.957,969.5,1
M08487,Type_08,51.53,2.34,227.7,24.95,5.113,921.5,0
M08488,Type_13,58.07,2.39,200.0,12.71,2.288,621.0,1
M08489,Type_21,72.09,1.18,225.4,14.77,2.996,199.5,0
M08490,Type_13,56.86,1.07,215.7,16.5,3.203,635.3,0
M08491,Type_09,64.5,2.27,221.9,19.5,3.894,820.4,0
M08492,Type_25,74.21,1.41,215.9,11.98,2.328,300.2,0
M08493,Type_04,77.22,2.79,217.9,22.02,4.318,336.5,0
M08494,Type_19,58.38,3.14,222.3,17.32,3.465,943.0,0
M08495,Type_20,57.98,3.52,220.9,12.25,2.435,244.1,0
M08496,Type_01,72.93,1.3,218.1,16.5,3.239,156.5,0
M08497,Type_17,78.68,1.85,221.1,12.99,2.585,940.7,0
M08498,Type_23,79.14,2.29,213.6,11.62,2.234,383.3,0
M08499,Type_24,55.93,0.79,223.4,8.08,1.625,960.4,0
M08500,Type_20,65.81,0.61,219.0,19.61,3.865,599.9,0
M08501,Type_08,65.31,1.41,221.5,21.93,4.372,93.0,0
M08502,Type_17,54.48,2.6,218.0,13.07,2.564,108.3,0
M08503,Type_16,64.17,0.34,218.4,13.58,2.669,831.0,0
M08504,Type_12,74.95,1.93,227.4,18.33,3.751,635.9,0
M08505,Type_13,47.6,3.4,219.3,22.72,4.484,693.4,0
M08506,Type_17,54.79,1.8,219.2,11.4,2.249,274.4,0
M08507,Type_21,71.51,2.63,218.7,10.59,2.084,728.9,0
M08508,Type_21,64.75,2.35,217.9,13.1,2.569,235.1,0
M08509,Type_17,61.65,2.56,215.8,16.86,3.275,270.9,0
M08510,Type_15,59.64,3.38,222.5,9.72,1.946,171.0,0
M08511,Type_25,118.29,1.17,220.6,9.09,1.805,983.6,1
M08512,Type_24,70.3,0.18,214.9,16.33,3.158,566.5,0
M08513,Type_23,74.98,3.14,218.9,15.87,3.127,700.5,0
M08514,Type_21,67.33,2.36,217.1,16.43,3.21,213.4,0
M08515,Type_11,64.65,0.38,219.0,8.5,1.675,231.4,0
M08516,Type_09,65.5,1.98,219.9,16.41,3.248,379.5,0
M08517,Type_03,57.0,0.1,220.1,16.75,3.318,109.5,0
M08518,Type_21,51.0,3.23,214.3,12.4,2.392,641.5,0
M08519,Type_14,64.78,3.26,218.7,11.28,2.22,60.4,0
M08520,Type_22,57.07,2.83,211.3,17.28,3.286,543.8,0
M08521,Type_22,68.56,2.05,212.1,13.58,2.592,240.3,0
M08522,Type_18,56.43,2.3,234.4,10.81,2.28,856.9,0
M08523,Type_23,68.05,0.55,223.2,11.73,2.356,747.6,0
M08524,Type_03,59.03,3.45,219.5,12.6,2.489,693.4,0
M08525,Type_22,69.34,0.47,214.6,17.59,3.397,881.4,0
M08526,Type_18,68.44,2.8,225.5,13.59,2.758,636.5,0
M08527,Type_18,72.07,2.96,216.9,16.69,3.258,567.6,0
M08528,Type_21,67.96,0.51,220.4,18.87,3.743,417.7,0
M08529,Type_15,64.65,3.7,225.8,11.63,2.363,524.6,0
M08530,Type_07,50.67,2.15,222.2,15.37,3.074,932.7,0
M08531,Type_23,83.11,1.84,220.4,11.61,2.303,932.9,0
M08532,Type_17,63.02,3.14,216.2,13.57,2.64,940.4,0
M08533,Type_25,83.39,0.31,216.1,19.92,3.874,731.5,0
M08534,Type_18,62.53,2.13,200.0,18.86,3.395,483.9,1
M08535,Type_22,69.46,1.51,200.0,15.76,2.837,782.4,1
M08536,Type_21,79.3,2.15,224.8,13.38,2.707,554.8,0
M08537,Type_21,78.79,1.93,217.8,21.09,4.134,590.7,0
M08538,Type_01,63.34,0.25,218.6,12.49,2.457,706.1,0
M08539,Type_22,54.9,2.55,214.3,14.83,2.86,962.6,0
M08540,Type_14,57.24,1.39,218.4,17.65,3.469,383.9,0
M08541,Type_17,78.52,1.78,218.3,15.97,3.138,628.4,0
M08542,Type_03,63.76,1.0,229.5,14.7,3.036,192.8,0
M08543,Type_19,59.14,1.91,217.7,20.35,3.987,616.3,0
M08544,Type_24,66.47,0.69,215.7,20.75,4.028,654.7,0
M08545,Type_09,55.64,0.53,226.6,13.12,2.676,810.5,0
M08546,Type_08,83.95,1.43,219.3,18.13,3.578,115.7,0
M08547,Type_04,70.86,1.27,226.4,20.27,4.13,701.8,0
M08548,Type_17,54.07,0.84,216.0,14.73,2.864,783.9,0
M08549,Type_24,68.54,3.22,214.7,14.88,2.875,565.1,0
M08550,Type_17,66.53,1.37,215.5,17.72,3.437,285.4,0
M08551,Type_18,68.0,1.5,218.1,17.04,3.345,928.1,0
M08552,Type_02,67.27,2.03,216.2,10.24,1.992,244.0,0
M08553,Type_10,91.47,0.67,225.7,17.21,3.496,964.9,0
M08554,Type_12,68.5,2.52,223.9,12.28,2.475,138.7,0
M08555,Type_18,79.68,1.35,218.3,19.94,3.918,470.6,0
M08556,Type_18,72.75,2.61,222.7,14.82,2.97,431.9,0
M08557,Type_11,69.6,1.97,212.1,13.77,2.629,711.0,0
M08558,Type_13,72.58,2.47,218.7,10.04,1.976,144.5,0
M08559,Type_03,65.34,0.1,217.9,11.62,2.279,151.6,0
M08560,Type_10,119.56,2.04,217.2,16.23,3.173,654.4,1
M08561,Type_05,67.07,2.87,207.6,16.39,3.062,731.3,0
M08562,Type_07,62.2,10.27,229.2,10.19,2.102,867.7,1
M08563,Type_11,83.39,2.6,211.1,14.01,2.662,283.2,0
M08564,Type_04,49.13,1.99,213.6,11.92,2.292,123.3,0
M08565,Type_03,69.95,1.82,220.7,17.13,3.403,94.4,0
M08566,Type_07,73.98,1.48,223.0,18.3,3.673,680.4,0
M08567,Type_20,62.07,2.87,214.8,18.34,3.545,850.0,0
M08568,Type_15,88.48,1.81,220.3,13.57,2.691,614.0,0
M08569,Type_17,90.69,8.48,242.3,47.23,10.299,844.8,1
M08570,Type_16,71.39,0.94,211.3,19.86,3.777,628.1,0
M08571,Type_14,69.97,0.72,219.0,18.27,3.601,368.6,0
M08572,Type_10,59.71,1.61,219.8,18.28,3.616,160.4,0
M08573,Type_11,72.23,2.25,221.2,18.59,3.701,316.1,0
M08574,Type_25,76.0,1.36,222.0,17.99,3.594,241.4,0
M08575,Type_23,98.7,2.46,221.9,12.15,2.426,868.9,1
M08576,Type_01,61.01,3.0,215.5,18.85,3.656,229.2,0
M08577,Type_14,117.41,9.86,238.6,51.5,11.059,146.2,1
M08578,Type_19,83.88,2.49,225.5,12.95,2.628,824.0,0
M08579,Type_19,81.06,1.61,221.9,13.77,2.75,401.9,0
M08580,Type_14,71.23,1.26,219.5,20.7,4.089,670.2,0
M08581,Type_01,66.98,1.47,227.4,22.29,4.562,159.1,0
M08582,Type_21,55.13,0.89,222.3,12.76,2.553,984.6,0
M08583,Type_05,54.29,2.68,218.1,12.95,2.542,397.9,0
M08584,Type_06,61.24,1.97,221.1,10.81,2.151,360.4,0
M08585,Type_15,70.36,0.72,221.7,17.15,3.422,367.9,0
M08586,Type_06,81.92,2.83,213.8,13.99,2.692,847.1,0
M08587,Type_25,55.08,1.49,230.7,13.07,2.714,268.3,0
M08588,Type_02,68.84,2.22,219.1,13.43,2.648,444.8,0
M08589,Type_10,44.05,2.68,221.1,16.59,3.301,136.2,0
M08590,Type_05,66.12,2.85,219.5,10.75,2.124,563.5,0
M08591,Type_07,50.42,2.89,243.7,20.06,4.4,158.5,1
M08592,Type_17,61.99,3.12,222.1,17.86,3.57,869.5,0
M08593,Type_11,72.01,4.23,215.7,6.94,1.347,673.6,1
M08594,Type_10,60.61,1.44,216.1,13.68,2.661,678.4,0
M08595,Type_24,77.35,2.01,216.4,21.99,4.283,285.2,0
M08596,Type_21,70.89,3.05,219.6,11.69,2.31,596.3,0
M08597,Type_06,53.03,1.51,218.9,18.35,3.615,689.8,0
M08598,Type_25,57.65,1.36,219.1,16.13,3.181,563.2,0
M08599,Type_07,71.21,2.52,213.8,8.73,1.68,276.3,1
M08600,Type_13,56.67,0.1,216.1,17.23,3.351,352.7,0
M08601,Type_06,54.04,3.55,210.7,19.92,3.777,975.2,0
M08602,Type_08,61.51,1.85,221.3,19.86,3.956,153.8,0
M08603,Type_21,75.26,5.13,223.8,15.84,3.19,273.8,0
M08604,Type_02,70.53,2.15,221.9,15.31,3.058,780.1,0
M08605,Type_14,70.38,1.16,213.6,15.61,3.001,237.6,0
M08606,Type_08,79.56,2.11,200.2,13.77,2.481,364.1,1
M08607,Type_15,64.09,0.1,213.9,13.8,2.657,180.3,0
M08608,Type_12,48.15,2.32,214.4,15.98,3.084,202.3,0
M08609,Type_02,61.56,3.93,220.7,13.7,2.721,956.5,0
M08610,Type_13,59.21,2.17,223.7,16.43,3.308,373.4,0
M08611,Type_20,49.65,1.9,221.9,11.22,2.241,746.3,0
M08612,Type_01,38.28,2.77,211.9,10.74,2.048,209.1,0
M08613,Type_19,77.09,2.1,224.2,15.86,3.2,990.5,0
M08614,Type_09,58.88,1.02,217.4,13.69,2.679,496.3,0
M08615,Type_04,44.71,2.11,226.3,14.45,2.943,633.2,0
M08616,Type_22,69.74,1.47,224.1,12.8,2.582,798.6,0
M08617,Type_20,43.49,1.05,220.3,14.6,2.895,213.4,0
M08618,Type_16,74.16,1.49,200.0,20.01,3.602,456.5,1
M08619,Type_09,44.46,2.43,220.1,12.44,2.464,727.8,0
M08620,Type_07,75.16,2.53,221.4,5.36,1.068,733.9,1
M08621,Type_17,92.44,1.04,215.6,14.12,2.74,210.6,1
M08622,Type_04,71.96,1.71,221.6,13.7,2.732,881.9,0
M08623,Type_20,72.23,0.42,233.4,20.28,4.26,701.9,1
M08624,Type_13,75.56,1.88,215.0,14.39,2.784,361.0,0
M08625,Type_17,73.17,2.28,221.5,12.84,2.56,319.7,0
M08626,Type_17,67.22,2.63,207.8,16.93,3.166,654.3,0
M08627,Type_17,61.19,3.95,200.0,17.07,3.073,892.2,1
M08628,Type_25,68.03,3.33,222.4,15.43,3.088,133.5,0
M08629,Type_09,80.08,1.98,218.6,15.23,2.996,906.5,0
M08630,Type_08,60.04,2.17,220.1,16.73,3.314,850.9,0
M08631,Type_06,58.95,2.69,220.3,20.03,3.971,540.4,0
M08632,Type_15,60.55,2.49,222.2,12.17,2.434,956.4,0
M08633,Type_17,68.0,0.94,215.4,15.44,2.993,315.6,0
M08634,Type_25,78.21,2.42,217.1,20.53,4.011,382.9,0
M08635,Type_09,85.07,1.2,226.7,22.39,4.568,201.8,0
M08636,Type_12,68.81,2.68,221.3,13.23,2.635,228.6,0
M08637,Type_21,64.71,1.35,223.5,11.85,2.384,270.5,0
M08638,Type_16,53.3,0.1,221.0,16.81,3.344,156.4,0
M08639,Type_04,80.49,0.1,228.2,11.84,2.432,302.6,0
M08640,Type_24,71.1,0.57,218.8,11.44,2.253,542.7,0
M08641,Type_11,75.12,2.47,223.8,10.53,2.121,982.8,0
M08642,Type_11,49.44,1.88,215.5,12.65,2.453,603.1,0
M08643,Type_19,53.35,3.5,220.1,15.52,3.074,743.6,0
M08644,Type_25,64.95,2.41,223.8,14.49,2.919,370.7,0
M08645,Type_01,76.22,1.34,213.8,12.08,2.324,994.2,0
M08646,Type_25,62.24,3.03,219.0,9.91,1.953,554.5,0
M08647,Type_19,48.02,2.3,212.0,17.35,3.31,584.6,0
M08648,Type_05,51.84,3.07,223.1,13.82,2.775,758.6,0
M08649,Type_16,62.66,0.1,219.0,16.61,3.274,961.8,0
M08650,Type_15,68.12,1.93,223.8,14.92,3.005,187.4,0
M08651,Type_23,57.01,1.32,222.7,19.97,4.003,232.4,0
M08652,Type_07,36.95,0.59,209.3,10.51,1.98,533.6,0
M08653,Type_20,49.85,2.03,220.0,12.99,2.572,250.5,0
M08654,Type_14,67.78,1.08,229.4,15.17,3.132,299.1,0
M08655,Type_06,76.42,1.91,235.2,18.89,3.999,598.7,1
M08656,Type_15,74.95,3.45,221.8,12.97,2.589,894.2,0
M08657,Type_09,74.84,3.14,210.3,11.22,2.124,279.7,0
M08658,Type_25,53.37,2.55,212.1,17.83,3.404,756.1,0
M08659,Type_17,60.73,2.7,224.3,18.51,3.737,824.6,0
M08660,Type_22,69.91,0.31,221.3,11.6,2.31,270.2,0
M08661,Type_25,71.72,1.7,201.1,22.24,4.025,509.5,1
M08662,Type_18,47.84,0.85,217.4,15.82,3.095,274.0,0
M08663,Type_15,55.83,0.86,222.1,16.2,3.238,250.6,0
M08664,Type_03,69.32,1.64,217.3,10.27,2.009,818.5,0
M08665,Type_03,78.78,2.06,217.8,12.58,2.466,986.1,0
M08666,Type_18,84.5,2.07,225.7,12.38,2.515,83.4,0
M08667,Type_04,47.46,3.74,227.9,18.21,3.735,788.5,0
M08668,Type_07,54.0,2.46,225.7,16.72,3.396,680.5,0
M08669,Type_02,69.06,2.28,214.4,14.08,2.717,861.3,0
M08670,Type_06,53.7,2.24,208.3,14.12,2.647,287.9,0
M08671,Type_16,70.28,3.93,227.1,18.09,3.697,609.1,0
M08672,Type_09,77.9,0.71,225.9,12.49,2.539,715.1,0
M08673,Type_09,46.9,1.97,223.9,13.22,2.664,842.2,0
M08674,Type_02,65.42,0.97,218.6,11.45,2.253,314.4,0
M08675,Type_07,69.47,2.91,218.8,19.08,3.757,305.3,0
M08676,Type_25,69.08,1.63,225.4,10.9,2.211,700.9,0
M08677,Type_08,69.32,1.59,213.1,18.92,3.629,958.6,0
M08678,Type_09,60.56,3.32,219.7,16.03,3.17,985.9,0
M08679,Type_18,51.88,0.32,213.4,14.98,2.877,975.2,0
M08680,Type_14,49.22,3.03,229.1,17.51,3.61,988.2,0
M08681,Type_19,66.07,2.62,221.9,15.39,3.074,214.4,0
M08682,Type_03,66.66,1.93,222.8,15.95,3.198,903.0,0
M08683,Type_18,69.43,1.78,217.4,16.17,3.164,139.4,0
M08684,Type_14,71.84,2.6,216.2,11.79,2.294,395.8,0
M08685,Type_05,72.09,1.26,212.3,13.0,2.484,862.1,0
M08686,Type_18,56.63,0.67,212.3,4.85,0.927,512.4,1
M08687,Type_08,61.01,0.83,216.0,17.47,3.396,747.0,0
M08688,Type_14,119.69,0.1,224.6,13.65,2.759,856.8,1
M08689,Type_19,66.23,8.87,229.6,15.55,3.213,536.7,1
M08690,Type_15,72.92,2.9,220.8,20.63,4.1,448.6,0
M08691,Type_08,69.67,1.64,228.2,15.36,3.155,136.2,0
M08692,Type_17,59.79,5.59,212.1,19.4,3.703,284.8,0
M08693,Type_15,69.84,1.51,222.0,12.19,2.436,810.1,0
M08694,Type_08,70.13,0.71,222.0,14.59,2.915,900.5,0
M08695,Type_23,71.9,4.32,222.5,17.71,3.546,555.1,0
M08696,Type_22,73.06,3.91,219.1,18.01,3.551,311.8,0
M08697,Type_19,58.83,2.19,224.0,12.53,2.526,712.5,0
M08698,Type_19,71.28,8.78,219.7,15.14,2.994,702.8,1
M08699,Type_21,66.67,1.24,218.2,14.5,2.848,870.0,0
M08700,Type_06,66.08,1.64,221.7,15.8,3.153,584.3,0
M08701,Type_20,67.19,4.25,214.0,15.29,2.945,624.4,0
M08702,Type_19,60.33,0.86,216.9,17.56,3.428,875.2,0
M08703,Type_22,62.09,2.3,219.1,13.91,2.743,481.8,0
M08704,Type_24,61.42,2.53,223.0,18.4,3.693,174.6,0
M08705,Type_15,65.02,2.54,219.8,9.01,1.782,247.8,0
M08706,Type_23,54.03,1.63,217.6,9.93,1.945,587.5,0
M08707,Type_01,58.07,3.99,215.4,11.36,2.202,719.4,0
M08708,Type_20,74.81,1.17,226.6,10.05,2.05,885.0,0
M08709,Type_22,82.85,1.78,217.4,13.3,2.602,420.0,0
M08710,Type_06,68.32,3.46,219.3,15.52,3.063,892.3,0
M08711,Type_07,57.32,3.32,208.9,10.54,1.982,69.1,0
M08712,Type_19,78.78,2.62,227.1,22.09,4.515,734.4,0
M08713,Type_08,55.78,3.64,213.6,16.34,3.141,221.4,0
M08714,Type_01,62.68,2.94,217.2,52.85,10.331,694.7,1
M08715,Type_06,58.21,3.1,215.3,17.58,3.406,419.3,0
M08716,Type_10,55.98,0.7,225.3,14.4,2.92,958.2,0
M08717,Type_18,113.61,6.76,245.5,50.23,11.098,620.7,1
M08718,Type_09,74.92,3.58,225.5,10.97,2.226,446.0,0
M08719,Type_15,83.93,3.37,226.3,13.6,2.77,436.6,0
M08720,Type_03,69.58,3.03,220.8,15.18,3.017,772.5,0
M08721,Type_15,56.7,1.65,218.4,16.34,3.212,580.2,0
M08722,Type_01,51.01,2.36,220.8,19.25,3.825,279.7,0
M08723,Type_20,60.32,2.17,224.6,15.32,3.097,943.4,0
M08724,Type_10,54.03,2.65,228.4,16.07,3.303,353.9,0
M08725,Type_10,68.49,1.96,224.6,13.71,2.771,934.0,0
M08726,Type_08,64.59,4.39,225.7,12.56,2.551,78.8,0
M08727,Type_13,63.66,1.66,213.9,13.67,2.632,273.9,0
M08728,Type_16,68.74,2.18,223.4,21.18,4.258,645.5,0
M08729,Type_24,55.13,2.07,219.4,8.31,1.641,842.7,0
M08730,Type_12,66.26,0.62,222.1,20.98,4.194,230.0,0
M08731,Type_11,58.02,1.01,219.2,18.6,3.669,740.8,0
M08732,Type_23,64.52,3.37,228.3,14.16,2.909,489.0,0
M08733,Type_12,70.59,1.27,220.3,12.96,2.57,891.3,0
M08734,Type_18,58.22,2.85,214.0,16.58,3.193,382.3,0
M08735,Type_17,67.77,1.86,222.2,16.39,3.278,341.8,0
M08736,Type_01,78.01,2.64,225.0,16.78,3.398,709.6,0
M08737,Type_13,73.65,3.05,209.7,14.25,2.689,992.4,0
M08738,Type_02,57.4,1.99,222.9,14.08,2.825,644.8,0
M08739,Type_16,115.58,7.88,247.0,52.01,11.562,546.1,1
M08740,Type_20,67.39,1.44,224.7,40.03,8.095,286.7,1
M08741,Type_09,60.15,3.29,222.1,16.56,3.31,863.6,0
M08742,Type_06,71.58,2.25,214.1,15.7,3.025,404.6,0
M08743,Type_19,50.16,1.47,221.4,16.15,3.218,953.6,0
M08744,Type_22,56.29,2.75,211.5,13.37,2.545,853.8,0
M08745,Type_15,50.74,1.76,224.2,16.57,3.343,579.0,0
M08746,Type_04,64.81,0.91,219.0,19.15,3.774,892.5,0
M08747,Type_11,65.99,3.43,219.0,17.56,3.461,973.1,0
M08748,Type_08,64.94,0.56,220.5,12.35,2.451,288.9,0
M08749,Type_10,62.49,1.89,225.3,19.72,3.999,982.5,0
M08750,Type_13,68.49,1.93,221.3,15.78,3.143,998.4,0
M08751,Type_15,66.53,1.04,223.8,11.78,2.373,874.4,0
M08752,Type_25,63.73,1.3,227.3,12.12,2.479,945.1,0
M08753,Type_12,44.89,1.98,213.3,10.5,2.016,550.2,0
M08754,Type_02,69.58,2.3,216.5,16.26,3.168,441.2,0
M08755,Type_18,79.6,1.9,213.9,15.28,2.942,474.8,0
M08756,Type_23,61.07,1.28,216.4,14.94,2.91,689.2,0
M08757,Type_03,65.9,1.99,219.7,22.36,4.421,328.7,0
M08758,Type_19,72.41,2.84,224.4,11.07,2.236,686.3,0
M08759,Type_14,73.62,2.79,221.3,16.8,3.346,559.4,0
M08760,Type_19,75.43,2.82,214.2,8.76,1.689,976.9,0
M08761,Type_16,74.77,1.85,221.4,10.35,2.062,892.3,0
M08762,Type_13,62.26,1.15,216.3,5.37,1.045,67.8,1
M08763,Type_16,63.04,2.03,222.7,10.1,2.024,842.5,0
M08764,Type_01,46.9,1.66,213.1,17.39,3.335,131.4,0
M08765,Type_25,80.94,4.8,218.5,20.46,4.023,849.3,0
M08766,Type_21,68.62,1.83,220.2,15.12,2.996,192.1,0
M08767,Type_24,61.01,3.7,220.0,11.07,2.192,299.2,0
M08768,Type_17,64.08,2.49,200.0,10.57,1.903,238.3,1
M08769,Type_25,54.89,0.22,225.0,11.43,2.315,643.6,0
M08770,Type_13,51.99,2.67,227.0,15.97,3.263,878.8,0
M08771,Type_01,63.51,2.26,218.8,17.33,3.413,416.0,0
M08772,Type_01,60.46,3.05,219.0,12.27,2.418,195.8,0
M08773,Type_22,68.03,2.09,221.8,15.65,3.124,143.1,0
M08774,Type_15,77.71,3.37,221.7,18.78,3.747,606.4,0
M08775,Type_22,61.51,1.42,217.8,15.93,3.123,124.8,0
M08776,Type_15,71.38,1.88,219.6,13.68,2.704,403.2,0
M08777,Type_08,77.6,2.47,228.7,12.49,2.571,556.9,0
M08778,Type_13,59.46,2.04,215.8,12.38,2.404,810.5,0
M08779,Type_07,79.8,2.17,218.4,14.0,2.752,468.7,0
M08780,Type_10,57.01,1.65,217.5,10.92,2.138,999.9,0
M08781,Type_21,66.79,1.98,221.1,15.44,3.072,661.6,0
M08782,Type_18,60.14,0.97,226.4,22.55,4.595,297.1,0
M08783,Type_15,54.39,1.78,218.8,21.04,4.143,962.4,0
M08784,Type_14,64.84,3.07,222.4,16.28,3.259,492.3,0
M08785,Type_08,54.21,2.29,222.6,13.77,2.759,389.9,0
M08786,Type_08,70.65,1.89,220.1,6.83,1.353,61.1,1
M08787,Type_11,69.13,2.0,223.9,13.31,2.682,934.2,0
M08788,Type_23,64.77,1.24,223.0,16.32,3.275,349.5,0
M08789,Type_07,59.71,1.33,218.5,18.44,3.626,225.7,0
M08790,Type_10,65.74,2.78,220.3,17.72,3.513,606.5,0
M08791,Type_19,68.37,1.78,212.6,15.7,3.004,765.8,0
M08792,Type_10,68.98,2.3,218.4,15.23,2.994,314.6,0
M08793,Type_08,71.46,1.72,229.0,13.85,2.854,432.7,0
M08794,Type_07,81.13,1.21,222.1,13.71,2.74,456.4,0
M08795,Type_24,68.66,3.05,218.2,17.88,3.511,630.7,0
M08796,Type_01,66.94,0.24,220.5,16.49,3.272,313.8,0
M08797,Type_24,68.28,2.02,226.1,15.32,3.117,305.9,0
M08798,Type_08,63.72,0.1,209.6,10.54,1.988,539.9,0
M08799,Type_21,68.99,0.47,219.9,14.89,2.947,201.1,0
M08800,Type_01,65.87,1.49,219.0,15.2,2.996,859.2,0
M08801,Type_23,62.41,2.19,215.5,12.68,2.459,218.2,0
M08802,Type_03,70.54,1.3,216.1,14.29,2.779,806.1,0
M08803,Type_10,66.27,4.72,216.8,15.06,2.939,523.4,1
M08804,Type_08,74.75,1.94,219.9,18.2,3.602,223.5,0
M08805,Type_18,66.34,3.81,221.0,15.23,3.029,407.7,0
M08806,Type_15,55.96,2.98,220.8,15.58,3.096,626.5,0
M08807,Type_22,75.71,1.53,217.3,11.12,2.175,342.8,0
M08808,Type_23,46.83,0.9,221.3,21.74,4.33,239.4,0
M08809,Type_09,49.81,2.33,220.4,17.61,3.493,866.6,0
M08810,Type_23,60.65,0.36,215.7,17.42,3.382,294.0,0
M08811,Type_23,72.4,2.48,222.6,14.14,2.833,600.4,0
M08812,Type_10,62.04,1.89,210.1,14.46,2.734,409.1,0
M08813,Type_12,72.7,1.9,220.8,17.33,3.444,989.0,0
M08814,Type_04,67.99,3.09,227.8,16.76,3.436,243.1,0
M08815,Type_22,38.38,2.27,210.9,13.98,2.654,260.7,0
M08816,Type_06,72.73,2.31,207.8,11.59,2.168,491.4,0
M08817,Type_10,54.27,2.17,214.0,18.26,3.517,875.9,0
M08818,Type_06,57.88,2.44,221.8,13.7,2.735,419.4,0
M08819,Type_06,52.72,0.26,215.3,11.14,2.159,250.7,0
M08820,Type_06,59.19,0.98,216.6,14.47,2.821,705.6,0
M08821,Type_14,80.85,1.74,222.2,8.08,1.616,413.6,0
M08822,Type_18,55.72,2.7,228.1,15.98,3.281,814.2,0
M08823,Type_25,69.85,2.33,216.9,9.6,1.874,749.1,0
M08824,Type_18,67.2,2.0,218.7,13.79,2.714,907.5,0
M08825,Type_17,70.29,2.3,216.4,11.93,2.323,819.7,0
M08826,Type_07,43.38,2.6,225.8,15.79,3.209,951.0,0
M08827,Type_17,60.93,1.23,218.3,12.76,2.507,997.5,0
M08828,Type_23,49.52,0.1,227.7,18.7,3.832,295.8,0
M08829,Type_12,49.95,2.94,219.8,14.99,2.965,619.3,0
M08830,Type_16,77.17,1.25,214.4,16.32,3.149,243.2,0
M08831,Type_06,71.5,2.87,219.8,13.8,2.73,566.8,0
M08832,Type_17,63.09,2.49,223.5,13.52,2.72,687.8,0
M08833,Type_12,66.29,2.63,218.7,11.92,2.346,718.7,0
M08834,Type_23,78.3,1.61,200.0,13.36,2.405,541.3,1
M08835,Type_03,72.04,1.72,219.5,13.29,2.625,572.2,0
M08836,Type_25,69.45,2.0,222.7,13.58,2.722,879.4,0
M08837,Type_07,73.59,1.87,223.6,16.63,3.347,614.9,0
M08838,Type_19,55.98,2.83,214.6,16.24,3.137,817.5,0
M08839,Type_09,66.2,1.55,221.6,12.96,2.585,620.3,0
M08840,Type_05,46.26,11.55,223.8,12.77,2.572,941.3,1
M08841,Type_23,104.48,2.2,227.6,18.11,3.71,237.1,1
M08842,Type_10,63.06,1.45,216.1,11.19,2.176,657.9,0
M08843,Type_21,71.88,2.64,219.9,15.91,3.149,530.6,0
M08844,Type_16,71.18,0.62,219.8,13.86,2.742,317.6,0
M08845,Type_17,52.85,1.78,218.1,19.24,3.777,592.8,0
M08846,Type_13,38.13,2.33,216.3,13.88,2.702,690.0,0
M08847,Type_02,71.97,4.34,231.3,22.37,4.657,919.3,0
M08848,Type_12,51.4,2.26,224.8,18.95,3.834,369.2,0
M08849,Type_23,79.02,2.58,216.5,17.0,3.312,894.5,0
M08850,Type_01,69.17,2.04,216.2,13.26,2.58,331.5,0
M08851,Type_11,103.91,1.17,218.9,12.24,2.411,687.4,1
M08852,Type_15,68.15,0.43,225.8,11.06,2.248,820.1,0
M08853,Type_18,64.09,1.68,220.4,9.61,1.906,891.6,1
M08854,Type_12,55.75,2.23,225.4,13.39,2.716,488.6,0
M08855,Type_21,75.05,2.23,213.5,15.8,3.036,672.9,0
M08856,Type_17,82.02,1.19,221.6,16.62,3.315,393.4,0
M08857,Type_08,72.25,2.03,218.8,14.11,2.779,78.6,0
M08858,Type_09,83.42,2.59,228.7,16.41,3.378,271.2,0
M08859,Type_19,51.59,1.26,232.7,16.57,3.47,627.8,0
M08860,Type_25,57.86,2.11,220.0,17.95,3.554,249.5,0
M08861,Type_09,76.58,3.12,213.6,14.31,2.751,422.1,0
M08862,Type_15,61.95,2.24,224.8,12.68,2.565,566.8,0
M08863,Type_12,88.37,3.26,222.9,17.14,3.438,672.0,0
M08864,Type_07,84.02,1.65,212.3,18.91,3.613,703.6,0
M08865,Type_19,71.16,1.01,226.3,12.27,2.499,90.0,0
M08866,Type_14,122.63,10.31,240.3,48.08,10.398,420.1,1
M08867,Type_16,80.71,2.85,216.2,11.86,2.308,886.4,0
M08868,Type_17,88.85,3.03,216.9,11.68,2.28,699.5,1
M08869,Type_24,67.13,1.28,214.3,3.68,0.71,786.9,1
M08870,Type_21,50.57,2.17,230.2,8.85,1.834,332.5,1
M08871,Type_18,68.18,2.89,227.2,15.37,3.143,989.7,0
M08872,Type_15,64.83,2.6,224.2,19.56,3.947,436.6,0
M08873,Type_25,53.31,3.09,221.3,17.15,3.416,55.7,0
M08874,Type_09,89.52,1.96,215.7,17.77,3.45,108.6,0
M08875,Type_14,66.1,2.77,225.1,12.74,2.581,625.5,0
M08876,Type_03,88.83,9.65,244.7,55.24,12.166,289.5,1
