MachineID,MachineType,Temperature_C,Vibration_mm_s,Voltage_V,Current_A,Power_Consumption_kWh,Runtime_Hours,Failure_Status,Predict_Failure_Prob,Current_Status,Alert_Reason_vs_Specs,Top_Risk_Factor
M09162,Type_05,56.58,1.24,212.8,15.53,2.974,516.0,0,0.13008519227497803,Normal,Good,-
M00661,Type_20,63.72,2.72,215.5,10.43,2.023,898.2,0,0.13007863404886616,Normal,Good,-
M01472,Type_06,46.59,1.36,225.6,17.44,3.541,302.7,0,0.13007589155354352,Normal,Good,-
M05419,Type_24,64.39,2.21,222.4,12.75,2.552,993.1,0,0.13006695075634656,Normal,Good,-
M08005,Type_25,63.56,0.1,222.1,16.8,3.358,881.0,0,0.13006543539367532,Normal,Good,-
M02548,Type_25,48.34,0.99,218.5,13.55,2.665,185.1,0,0.13004625202127193,Normal,Good,-
M08182,Type_25,59.96,2.1,219.8,16.82,3.327,286.8,0,0.130043696380859,Normal,Good,-
M06172,Type_16,59.88,1.47,216.6,15.19,2.961,241.6,0,0.13002676263662052,Normal,Good,-
M05966,Type_05,60.41,1.11,210.9,20.02,3.8,279.9,0,0.13001946315854118,Normal,Good,-
M01195,Type_10,73.49,3.07,215.0,18.38,3.557,115.1,0,0.13001556845887247,Normal,Good,-
M02387,Type_09,74.58,2.91,219.8,15.61,3.088,974.7,0,0.1300140481977583,Normal,Good,-
M09121,Type_25,63.21,2.5,216.9,16.37,3.196,918.0,0,0.13001299162074473,Normal,Good,-
M07764,Type_02,56.68,2.97,218.2,17.12,3.362,88.2,0,0.13000794381370057,Normal,Good,-
M00403,Type_02,64.52,2.11,223.5,11.14,2.241,179.2,0,0.12999330314458513,Normal,Good,-
M08926,Type_06,52.86,2.21,219.5,14.95,2.953,512.5,0,0.1299921325966862,Normal,Good,-
M01915,Type_17,67.92,1.98,221.1,16.12,3.208,196.1,0,0.12999095224725796,Normal,Good,-
M03603,Type_17,67.31,1.94,222.1,16.28,3.254,121.4,0,0.12999095224725796,Normal,Good,-
M06009,Type_17,55.68,1.53,227.3,15.95,3.263,270.3,0,0.12998850221702482,Normal,Good,-
M05603,Type_06,65.55,2.26,216.3,11.47,2.233,954.9,0,0.12996791205888095,Normal,Good,-
M05285,Type_25,59.15,0.2,217.3,13.08,2.558,539.0,0,0.1299642555848431,Normal,Good,-
M02976,Type_21,63.95,0.39,216.4,15.55,3.029,966.4,0,0.12995765486483288,Normal,Good,-
M00194,Type_22,73.45,4.11,216.4,15.91,3.099,945.9,0,0.12994006440920083,Normal,Good,-
M06522,Type_02,72.84,1.03,216.3,15.83,3.082,443.8,0,0.12993970793683976,Normal,Good,-
M04944,Type_06,66.83,1.75,223.1,14.86,2.984,898.8,0,0.12990607056913725,Normal,Good,-
M09242,Type_21,61.67,1.06,218.5,14.44,2.84,795.5,0,0.12990214760241928,Normal,Good,-
M00168,Type_02,65.44,1.92,222.1,15.46,3.09,184.6,0,0.1298892719323023,Normal,Good,-
M05205,Type_17,79.93,0.53,216.7,17.28,3.37,324.7,0,0.12988208495885695,Normal,Good,-
M01215,Type_03,55.72,2.95,218.4,15.33,3.013,157.3,0,0.12987971499613038,Normal,Good,-
M06390,Type_02,71.96,0.73,218.9,12.59,2.48,337.7,0,0.12987327931154297,Normal,Good,-
M03701,Type_21,58.2,1.35,213.2,16.01,3.072,485.5,0,0.1298568177037506,Normal,Good,-
M06702,Type_20,62.81,1.53,228.6,16.7,3.436,107.2,0,0.12984655034551928,Normal,Good,-
M06823,Type_02,62.68,2.63,221.3,16.95,3.376,77.3,0,0.12984042302433843,Normal,Good,-
M02825,Type_06,59.09,2.35,210.4,15.57,2.948,251.4,0,0.1298267399499747,Normal,Good,-
M05553,Type_06,63.12,0.63,213.2,15.6,2.993,199.3,0,0.12980408024437776,Normal,Good,-
M09602,Type_10,80.07,1.69,219.4,16.91,3.339,971.5,0,0.1297693479514852,Normal,Good,-
M03432,Type_20,48.93,2.0,217.9,16.67,3.269,307.1,0,0.12975241879572944,Normal,Good,-
M05504,Type_03,61.25,2.69,214.4,13.61,2.626,835.4,0,0.12974155050801847,Normal,Good,-
M08354,Type_21,53.93,0.65,218.4,12.83,2.522,300.7,0,0.12973531322417864,Normal,Good,-
M06903,Type_03,65.33,2.05,220.8,16.47,3.273,82.0,0,0.12973352522202639,Normal,Good,-
M07283,Type_06,60.39,0.52,218.1,18.65,3.661,908.8,0,0.1297267371537911,Normal,Good,-
M06268,Type_09,74.86,1.43,215.7,17.94,3.483,989.1,0,0.12971710366096756,Normal,Good,-
M06830,Type_10,67.87,1.93,210.1,10.79,2.04,495.8,0,0.12971148627013449,Normal,Good,-
M00139,Type_20,57.11,1.24,216.8,15.78,3.079,640.7,0,0.12970803508111564,Normal,Good,-
M02492,Type_20,60.21,0.75,222.1,15.74,3.146,715.3,0,0.12970803508111564,Normal,Good,-
M02593,Type_13,56.76,3.02,224.0,21.18,4.27,992.6,0,0.1297064881749017,Normal,Good,-
M09631,Type_20,68.71,2.21,212.8,16.38,3.137,276.7,0,0.1297047959511017,Normal,Good,-
M00999,Type_15,73.24,1.69,216.2,10.2,1.985,885.0,0,0.12970091234825806,Normal,Good,-
M01882,Type_06,75.46,3.15,223.7,15.68,3.157,205.0,0,0.1296928171861301,Normal,Good,-
M04442,Type_16,72.9,1.53,211.9,13.69,2.611,965.1,0,0.12968011388910092,Normal,Good,-
M06938,Type_21,77.14,2.11,223.0,15.09,3.029,170.5,0,0.12967933930075745,Normal,Good,-
M08949,Type_16,76.95,0.85,220.2,11.53,2.285,57.6,0,0.1296740118700922,Normal,Good,-
M01001,Type_06,59.13,1.17,221.7,17.71,3.534,196.8,0,0.12967285716066843,Normal,Good,-
M00951,Type_10,71.35,2.39,222.8,16.24,3.256,114.3,0,0.12964930407984324,Normal,Good,-
M01576,Type_06,60.78,1.07,210.6,11.63,2.204,88.4,0,0.12964032743715598,Normal,Good,-
M04335,Type_05,61.85,1.95,219.3,18.82,3.715,339.2,0,0.1296242212014595,Normal,Good,-
M07511,Type_22,63.65,1.07,221.6,12.06,2.405,132.5,0,0.12962361009401635,Normal,Good,-
M00652,Type_06,53.89,2.21,214.8,18.31,3.54,856.3,0,0.12962189064951413,Normal,Good,-
M08679,Type_18,51.88,0.32,213.4,14.98,2.877,975.2,0,0.12960797483371608,Normal,Good,-
M08820,Type_06,59.19,0.98,216.6,14.47,2.821,705.6,0,0.12959131491505496,Normal,Good,-
M04078,Type_25,68.8,2.74,211.8,16.25,3.098,924.9,0,0.12958373111302643,Normal,Good,-
M03717,Type_03,70.95,1.95,221.8,16.26,3.246,214.0,0,0.12957929684103905,Normal,Good,-
M05119,Type_05,67.02,2.36,214.6,20.06,3.874,441.1,0,0.1295744845989108,Normal,Good,-
M09404,Type_25,63.73,2.56,220.7,16.58,3.293,170.9,0,0.12957143422793208,Normal,Good,-
M02256,Type_15,62.01,0.51,220.6,10.79,2.142,614.5,0,0.12956597980954698,Normal,Good,-
M08930,Type_13,51.64,1.03,222.7,15.07,3.02,900.2,0,0.129563152769166,Normal,Good,-
M05336,Type_13,52.08,1.24,221.1,15.13,3.011,159.1,0,0.1295494159379172,Normal,Good,-
M01409,Type_21,78.46,2.77,218.6,13.76,2.707,131.2,0,0.12953835089075993,Normal,Good,-
M05433,Type_02,61.98,3.12,220.5,16.33,3.241,747.0,0,0.12952596653633683,Normal,Good,-
M00123,Type_10,60.73,0.1,216.4,10.22,1.99,887.7,0,0.12952500068564057,Normal,Good,-
M04718,Type_13,54.42,2.16,215.7,10.72,2.081,968.4,0,0.12951723787014807,Normal,Good,-
M08598,Type_25,57.65,1.36,219.1,16.13,3.181,563.2,0,0.1295122590577766,Normal,Good,-
M05918,Type_20,54.54,1.83,214.0,17.12,3.297,792.2,0,0.12950068625945765,Normal,Good,-
M08321,Type_20,55.08,1.9,219.8,15.4,3.046,185.1,0,0.12948228465668868,Normal,Good,-
M00083,Type_25,54.27,1.99,211.8,16.3,3.107,628.4,0,0.12946387122184502,Normal,Good,-
M02190,Type_25,53.2,2.48,218.4,16.39,3.222,436.6,0,0.12946387122184502,Normal,Good,-
M03099,Type_24,57.46,2.72,217.7,20.61,4.038,985.9,0,0.12946190627559653,Normal,Good,-
M00276,Type_10,69.1,1.69,223.1,10.5,2.108,446.2,0,0.12944538404490807,Normal,Good,-
M03229,Type_25,59.85,1.28,222.8,18.28,3.666,920.8,0,0.12943927524151902,Normal,Good,-
M09283,Type_03,55.15,2.04,220.6,14.91,2.96,167.7,0,0.12943222282628652,Normal,Good,-
M06725,Type_20,58.71,0.9,220.5,14.45,2.868,632.5,0,0.12941945527331608,Normal,Good,-
M04600,Type_10,52.95,0.96,221.9,15.63,3.121,390.1,0,0.12941188243828766,Normal,Good,-
M07393,Type_20,72.09,3.21,211.2,10.5,1.996,997.9,0,0.12941046583722005,Normal,Good,-
M06192,Type_20,70.22,2.54,215.8,13.34,2.591,247.6,0,0.12940955370938545,Normal,Good,-
M04412,Type_14,77.57,2.66,220.3,10.68,2.118,152.6,0,0.1294089074434992,Normal,Good,-
M02464,Type_16,53.93,2.96,226.4,15.26,3.109,588.6,0,0.1293990720900802,Normal,Good,-
M06491,Type_25,44.52,2.12,225.6,12.41,2.52,628.8,0,0.12939418514682893,Normal,Good,-
M02475,Type_15,72.77,1.32,222.8,10.93,2.192,746.2,0,0.12937977275987772,Normal,Good,-
M00056,Type_20,57.0,1.67,221.1,16.46,3.275,223.8,0,0.12935706715746625,Normal,Good,-
M04989,Type_20,53.75,2.2,220.8,15.96,3.172,754.4,0,0.12935532164529667,Normal,Good,-
M03045,Type_05,64.84,2.18,212.6,12.44,2.38,137.5,0,0.1293465780420328,Normal,Good,-
M08225,Type_21,58.35,2.23,219.9,13.96,2.763,518.9,0,0.1293462432686796,Normal,Good,-
M09039,Type_06,62.99,3.38,211.3,14.78,2.811,937.5,0,0.1293336956887633,Normal,Good,-
M01695,Type_05,62.64,2.47,222.5,18.53,3.711,232.9,0,0.1293279055145539,Normal,Good,-
M05176,Type_25,43.67,1.69,229.2,11.87,2.449,110.4,0,0.12931943510578556,Normal,Good,-
M08819,Type_06,52.72,0.26,215.3,11.14,2.159,250.7,0,0.12930495984726492,Normal,Good,-
M01930,Type_06,75.93,2.15,218.2,13.88,2.726,58.6,0,0.1292866915860232,Normal,Good,-
M09322,Type_10,53.47,2.38,217.8,16.21,3.177,676.3,0,0.12928502968235947,Normal,Good,-
M02381,Type_17,45.79,1.54,222.4,12.53,2.508,237.6,0,0.129279592926751,Normal,Good,-
M03339,Type_06,67.16,2.62,220.9,10.65,2.117,307.2,0,0.1292686831359832,Normal,Good,-
M08082,Type_10,78.12,2.08,211.2,10.54,2.003,189.4,0,0.1292649153493982,Normal,Good,-
M07852,Type_22,58.47,1.52,221.5,10.29,2.051,207.1,0,0.12926341281931616,Normal,Good,-
M04291,Type_16,54.58,0.22,226.1,13.78,2.804,445.7,0,0.12926324755133473,Normal,Good,-
M07594,Type_21,65.68,2.27,218.0,16.79,3.294,255.0,0,0.12925511183348204,Normal,Good,-
M07558,Type_06,45.35,1.58,216.9,12.08,2.358,185.5,0,0.12925153828999178,Normal,Good,-
M01389,Type_06,71.0,2.71,214.8,12.32,2.382,53.4,0,0.12923084000740837,Normal,Good,-
M02101,Type_06,55.3,1.31,221.2,15.56,3.098,389.3,0,0.1292251307537124,Normal,Good,-
M06675,Type_22,68.3,0.87,218.1,18.59,3.649,947.0,0,0.1291864742240252,Normal,Good,-
M03746,Type_07,70.28,0.45,225.4,17.7,3.591,52.2,0,0.12917885313473224,Normal,Good,-
M04208,Type_05,56.89,2.01,227.5,15.11,3.094,454.2,0,0.12913947083497423,Normal,Good,-
M08348,Type_20,57.62,1.02,212.2,16.92,3.231,844.9,0,0.1291333224374375,Normal,Good,-
M09750,Type_06,49.41,1.12,215.1,15.41,2.983,538.1,0,0.1291097276678749,Normal,Good,-
M01246,Type_10,61.44,2.07,222.6,17.1,3.426,965.5,0,0.12909290336063295,Normal,Good,-
M07914,Type_03,68.74,1.58,219.2,14.83,2.926,142.5,0,0.12909041740933466,Normal,Good,-
M03153,Type_14,43.84,2.85,222.3,10.71,2.143,573.5,0,0.12907488643448428,Normal,Good,-
M04673,Type_05,71.02,2.73,221.3,18.16,3.617,470.4,0,0.12906488102259958,Normal,Good,-
M02175,Type_25,72.59,1.96,222.0,14.0,2.797,139.9,0,0.12906358764487783,Normal,Good,-
M01315,Type_10,78.41,0.99,229.5,15.03,3.104,991.0,0,0.12904090246684252,Normal,Good,-
M08469,Type_06,65.33,2.44,215.1,12.9,2.497,968.7,0,0.1290328581465819,Normal,Good,-
M08708,Type_20,74.81,1.17,226.6,10.05,2.05,885.0,0,0.12900029571593508,Normal,Good,-
M04269,Type_25,54.94,2.04,217.6,16.43,3.218,114.9,0,0.12899861397371268,Normal,Good,-
M04112,Type_25,60.85,1.06,219.6,11.1,2.194,345.3,0,0.12897707254333746,Normal,Good,-
M08147,Type_25,57.54,1.41,217.5,15.34,3.003,395.5,0,0.12893198826473984,Normal,Good,-
M07195,Type_20,62.6,0.56,212.8,14.57,2.79,352.6,0,0.12892221596241474,Normal,Good,-
M00537,Type_20,58.98,1.19,215.7,16.13,3.131,902.6,0,0.1289096741049611,Normal,Good,-
M03049,Type_25,53.11,1.68,221.8,15.62,3.118,562.3,0,0.12890831566628946,Normal,Good,-
M07518,Type_25,56.09,1.82,227.8,13.5,2.768,534.1,0,0.128908042731596,Normal,Good,-
M01990,Type_16,54.09,2.63,220.1,14.17,2.807,893.2,0,0.12890198288728932,Normal,Good,-
M09080,Type_06,56.45,1.65,217.5,15.27,2.989,235.0,0,0.1288953337932004,Normal,Good,-
M03600,Type_15,76.19,1.25,218.9,13.92,2.742,201.7,0,0.12889096531915117,Normal,Good,-
M06564,Type_21,48.31,1.74,222.2,15.57,3.114,798.8,0,0.12888814903681392,Normal,Good,-
M03266,Type_10,75.31,2.61,222.0,15.37,3.071,290.9,0,0.12883948954517094,Normal,Good,-
M08601,Type_06,54.04,3.55,210.7,19.92,3.777,975.2,0,0.12883548944158263,Normal,Good,-
M00471,Type_20,66.9,2.22,224.2,13.49,2.722,143.3,0,0.12882817844264186,Normal,Good,-
M08597,Type_06,53.03,1.51,218.9,18.35,3.615,689.8,0,0.12882275982919913,Normal,Good,-
M05765,Type_02,64.43,1.21,226.8,15.51,3.166,172.0,0,0.1288047216329336,Normal,Good,-
M08852,Type_15,68.15,0.43,225.8,11.06,2.248,820.1,0,0.1287975995857622,Normal,Good,-
M07032,Type_20,50.18,0.97,223.5,17.99,3.619,920.0,0,0.12878017311519085,Normal,Good,-
M05536,Type_20,60.77,1.86,225.1,14.95,3.029,238.3,0,0.12877120637084713,Normal,Good,-
M07779,Type_16,68.9,1.07,220.1,13.4,2.654,53.4,0,0.12874946067012835,Normal,Good,-
M01993,Type_05,56.26,0.46,228.2,13.4,2.752,153.4,0,0.12871736262452108,Normal,Good,-
M09084,Type_24,64.77,2.29,223.8,19.7,3.968,983.7,0,0.12870697553333638,Normal,Good,-
M07243,Type_22,53.43,1.13,222.1,17.67,3.532,860.1,0,0.1286887383814391,Normal,Good,-
M04443,Type_21,76.41,1.8,221.9,12.77,2.55,107.0,0,0.12868442203574093,Normal,Good,-
M02389,Type_22,62.52,0.1,219.8,17.68,3.497,243.2,0,0.12867436152353343,Normal,Good,-
M04868,Type_05,49.35,2.61,225.0,14.31,2.898,479.2,0,0.12861216620623428,Normal,Good,-
M08400,Type_20,72.81,0.79,218.2,17.96,3.527,258.0,0,0.12860890475700018,Normal,Good,-
M09758,Type_15,72.5,2.22,219.9,10.82,2.141,243.7,0,0.12860118193826575,Normal,Good,-
M01925,Type_02,62.26,1.78,224.1,15.71,3.169,130.5,0,0.12859310185765124,Normal,Good,-
M08108,Type_20,53.46,0.52,217.7,18.68,3.66,759.5,0,0.12858095343789366,Normal,Good,-
M07668,Type_10,49.27,3.96,227.9,10.99,2.254,658.3,0,0.12857518223381453,Normal,Good,-
M06945,Type_25,46.37,1.09,220.9,11.38,2.262,578.4,0,0.12856582458047888,Normal,Good,-
M04524,Type_25,55.66,1.19,218.1,14.89,2.923,335.8,0,0.12855550769934176,Normal,Good,-
M07618,Type_20,55.86,2.53,221.1,10.1,2.01,364.2,0,0.1285328696880625,Normal,Good,-
M01426,Type_06,60.85,2.74,225.8,11.08,2.252,904.4,0,0.12852361208827323,Normal,Good,-
M03476,Type_19,46.35,4.2,222.0,15.18,3.033,993.9,0,0.12851851035571568,Normal,Good,-
M05818,Type_16,55.57,0.23,215.7,14.82,2.877,259.5,0,0.12851058736117518,Normal,Good,-
M02841,Type_10,55.48,0.52,217.8,16.45,3.225,816.4,0,0.12849859280130896,Normal,Good,-
M09104,Type_25,53.19,1.54,212.6,18.94,3.624,744.1,0,0.1284907602359103,Normal,Good,-
M09559,Type_03,75.05,1.15,225.4,10.5,2.13,956.4,0,0.12848346986042586,Normal,Good,-
M05989,Type_22,68.75,2.61,224.3,13.98,2.822,149.3,0,0.12847345513475356,Normal,Good,-
M02291,Type_21,56.29,1.27,225.0,14.28,2.892,392.1,0,0.12847152249607954,Normal,Good,-
M00067,Type_06,50.24,1.75,218.7,14.07,2.769,920.4,0,0.12846832088284385,Normal,Good,-
M03297,Type_03,64.44,0.81,221.4,15.92,3.172,303.1,0,0.12846060925321695,Normal,Good,-
M00078,Type_06,60.46,1.04,216.7,16.66,3.249,807.7,0,0.1284587440885112,Normal,Good,-
M03568,Type_23,76.93,0.45,220.6,17.71,3.516,52.6,0,0.1284574824591837,Normal,Good,-
M08769,Type_25,54.89,0.22,225.0,11.43,2.315,643.6,0,0.12845527930549833,Normal,Good,-
M06930,Type_22,54.12,0.1,226.1,17.28,3.516,903.0,0,0.1284330907405475,Normal,Good,-
M09312,Type_20,60.89,1.23,217.6,13.58,2.66,216.0,0,0.12841350501708418,Normal,Good,-
M05003,Type_20,54.26,3.32,211.3,10.75,2.044,263.2,0,0.12839859759145122,Normal,Good,-
M08481,Type_14,76.24,2.18,219.5,16.64,3.287,991.0,0,0.12836545745171019,Normal,Good,-
M05847,Type_05,77.9,0.81,220.5,12.27,2.435,570.7,0,0.12836494345776128,Normal,Good,-
M05929,Type_05,77.55,1.24,217.3,12.52,2.449,537.8,0,0.12836494345776128,Normal,Good,-
M00515,Type_21,64.06,1.3,213.9,15.61,3.005,503.2,0,0.12836398582375266,Normal,Good,-
M08749,Type_10,62.49,1.89,225.3,19.72,3.999,982.5,0,0.12832011671215743,Normal,Good,-
M05257,Type_02,59.92,3.89,217.3,14.54,2.844,812.7,0,0.12830083323305103,Normal,Good,-
M06761,Type_17,66.16,2.21,220.1,16.71,3.31,154.6,0,0.12829880681959246,Normal,Good,-
M09634,Type_06,57.58,1.42,224.6,17.71,3.58,966.7,0,0.12825212994345825,Normal,Good,-
M06082,Type_05,65.55,2.82,223.8,19.3,3.887,677.6,0,0.12824697483034972,Normal,Good,-
M07937,Type_10,52.26,0.62,224.3,17.14,3.46,451.7,0,0.12824544275143895,Normal,Good,-
M03104,Type_25,64.93,2.92,219.7,13.87,2.743,858.4,0,0.12823558517384767,Normal,Good,-
M07704,Type_20,57.29,1.4,221.0,9.91,1.971,381.8,0,0.12823350511883466,Normal,Good,-
M08474,Type_15,56.81,1.05,224.0,11.27,2.272,343.7,0,0.12822010951026747,Normal,Good,-
M06926,Type_15,57.92,2.6,212.2,14.21,2.714,280.5,0,0.1282014131628274,Normal,Good,-
M00248,Type_05,69.14,2.97,225.7,13.99,2.842,677.4,0,0.1282006111414282,Normal,Good,-
M03674,Type_17,60.54,1.91,222.0,18.94,3.784,81.7,0,0.12819129729116727,Normal,Good,-
M04228,Type_13,51.64,1.59,225.7,15.43,3.134,957.4,0,0.1281487624472374,Normal,Good,-
M07920,Type_14,64.53,0.54,217.5,12.98,2.541,983.9,0,0.12813770591641288,Normal,Good,-
M00162,Type_02,62.1,3.23,225.4,10.58,2.146,422.1,0,0.1281294262898707,Normal,Good,-
M08664,Type_03,69.32,1.64,217.3,10.27,2.009,818.5,0,0.1281112354959197,Normal,Good,-
M08021,Type_03,66.43,2.61,217.3,17.94,3.509,993.8,0,0.12810074559607446,Normal,Good,-
M03681,Type_21,71.89,1.48,223.0,13.75,2.76,359.0,0,0.12805697929924267,Normal,Good,-
M02217,Type_06,57.02,0.1,219.8,13.74,2.718,250.2,0,0.12805663981827758,Normal,Good,-
M00564,Type_06,44.7,2.31,224.7,14.46,2.924,727.2,0,0.12802121946457876,Normal,Good,-
M02673,Type_22,57.05,2.35,223.7,13.91,2.801,52.8,0,0.12801539574992885,Normal,Good,-
M09086,Type_02,65.86,3.81,226.6,14.01,2.857,81.5,0,0.12801156090751664,Normal,Good,-
M04634,Type_10,75.6,3.14,218.2,13.63,2.677,94.4,0,0.12800127361025448,Normal,Good,-
M08053,Type_17,55.1,2.12,218.5,13.59,2.672,986.5,0,0.1279966846083936,Normal,Good,-
M00894,Type_21,52.47,2.52,220.1,13.31,2.637,212.6,0,0.1279821522450551,Normal,Good,-
M05068,Type_22,55.28,1.75,222.5,17.68,3.54,53.8,0,0.12798023099637795,Normal,Good,-
M02460,Type_10,59.64,0.75,215.5,16.18,3.138,221.5,0,0.12797239139560912,Normal,Good,-
M01856,Type_20,55.21,0.7,221.9,11.42,2.281,251.3,0,0.12796400987262846,Normal,Good,-
M06269,Type_20,55.85,0.88,224.6,11.63,2.351,248.6,0,0.12796400987262846,Normal,Good,-
M05927,Type_05,60.87,4.08,219.9,17.28,3.42,305.9,0,0.1279617582582403,Normal,Good,-
M05150,Type_06,41.1,0.5,222.6,18.16,3.638,721.8,0,0.12795000340962415,Normal,Good,-
M02419,Type_15,69.88,2.5,223.8,10.6,2.135,533.9,0,0.1279371544511899,Normal,Good,-
M09942,Type_19,50.56,1.51,216.4,16.19,3.153,977.8,0,0.12791736032806708,Normal,Good,-
M08286,Type_25,66.32,2.26,226.7,10.06,2.053,925.0,0,0.12791386204618216,Normal,Good,-
M03188,Type_23,75.11,1.21,221.1,15.32,3.049,257.7,0,0.12789709916423722,Normal,Good,-
M01842,Type_21,66.63,2.56,217.9,13.4,2.628,281.9,0,0.12789520536713428,Normal,Good,-
M08195,Type_14,50.65,0.1,226.8,10.65,2.174,141.1,0,0.12789189406692691,Normal,Good,-
M09139,Type_25,55.32,1.52,224.0,15.36,3.097,563.5,0,0.1278681584775058,Normal,Good,-
M03375,Type_20,49.39,0.35,210.1,16.37,3.095,473.1,0,0.12785206373801525,Normal,Good,-
M01777,Type_22,51.5,0.71,220.6,15.96,3.169,320.0,0,0.12783658828375125,Normal,Good,-
M01477,Type_05,48.85,2.62,216.9,17.18,3.354,476.4,0,0.1278347399099639,Normal,Good,-
M00441,Type_06,76.55,1.21,219.7,15.16,2.998,244.2,0,0.127781245273974,Normal,Good,-
M01273,Type_20,48.88,0.1,214.8,17.0,3.286,885.4,0,0.12776977354375554,Normal,Good,-
M01297,Type_03,68.74,1.49,224.7,15.64,3.163,125.3,0,0.127764404646165,Normal,Good,-
M09185,Type_21,67.15,1.04,219.9,13.72,2.715,675.1,0,0.12771902089983533,Normal,Good,-
M08799,Type_21,68.99,0.47,219.9,14.89,2.947,201.1,0,0.12771422709820082,Normal,Good,-
M03398,Type_25,71.91,1.55,221.2,13.91,2.769,257.6,0,0.12770890126900725,Normal,Good,-
M04311,Type_25,69.56,1.44,225.0,13.51,2.736,182.7,0,0.12770890126900725,Normal,Good,-
M07666,Type_15,76.23,3.1,214.8,13.68,2.645,186.8,0,0.12770171590673612,Normal,Good,-
M06668,Type_06,77.07,1.48,224.3,14.79,2.986,197.3,0,0.1276878439900539,Normal,Good,-
M07357,Type_05,57.19,2.27,217.9,16.98,3.33,571.7,0,0.12767391411125042,Normal,Good,-
M05065,Type_06,52.08,2.09,216.4,17.28,3.365,630.5,0,0.12766870043883669,Normal,Good,-
M01927,Type_22,65.56,1.38,226.7,17.52,3.575,53.3,0,0.12766842421474223,Normal,Good,-
M04307,Type_10,68.5,2.7,226.6,10.73,2.188,468.4,0,0.1276672627592157,Normal,Good,-
M07361,Type_10,70.87,0.1,226.1,15.87,3.229,55.4,0,0.12766171247192912,Normal,Good,-
M08763,Type_16,63.04,2.03,222.7,10.1,2.024,842.5,0,0.12765598282108423,Normal,Good,-
M05220,Type_05,66.33,2.78,223.4,18.38,3.695,238.5,0,0.12762557575468372,Normal,Good,-
M01249,Type_15,59.38,2.71,218.0,15.69,3.078,958.0,0,0.12759284509518815,Normal,Good,-
M00895,Type_05,78.08,2.13,222.0,13.81,2.759,292.8,0,0.1275478397020902,Normal,Good,-
M03857,Type_20,74.75,3.02,223.1,12.97,2.604,243.8,0,0.12747882835895957,Normal,Good,-
M08441,Type_05,60.57,1.62,230.0,11.63,2.407,78.3,0,0.12743701478953448,Normal,Good,-
M06341,Type_03,51.76,1.19,217.9,12.68,2.487,980.9,0,0.1274338736394645,Normal,Good,-
M04222,Type_20,72.31,1.69,229.4,10.59,2.186,559.6,0,0.12743136521985163,Normal,Good,-
M08982,Type_03,72.81,1.62,219.2,13.3,2.624,133.3,0,0.12742715560657225,Normal,Good,-
M00695,Type_06,44.69,2.25,213.6,14.4,2.768,334.1,0,0.12742569335807377,Normal,Good,-
M00438,Type_21,63.76,2.06,224.2,14.61,2.948,183.2,0,0.12739543012345203,Normal,Good,-
M05679,Type_06,43.26,4.0,227.1,9.86,2.015,733.4,0,0.127380416869052,Normal,Good,-
M01317,Type_10,79.25,2.45,213.8,17.39,3.346,219.7,0,0.12737472126232924,Normal,Good,-
M00909,Type_20,63.41,2.63,221.1,14.58,2.901,181.8,0,0.1273724367936675,Normal,Good,-
M04038,Type_05,58.68,3.05,229.6,17.04,3.521,629.1,0,0.12735074668766644,Normal,Good,-
M08897,Type_21,68.25,1.46,219.7,14.49,2.865,681.4,0,0.12734759735201995,Normal,Good,-
M05358,Type_05,62.37,3.1,217.6,11.45,2.242,500.2,0,0.12733692190829987,Normal,Good,-
M00283,Type_17,69.39,1.78,221.3,15.94,3.175,52.4,0,0.12733273056294692,Normal,Good,-
M01556,Type_08,57.26,1.4,214.2,17.75,3.422,993.4,0,0.12728813851797263,Normal,Good,-
M05613,Type_05,63.85,1.13,229.4,15.2,3.138,78.8,0,0.12728183220589898,Normal,Good,-
M03520,Type_14,60.08,1.6,216.7,11.46,2.235,984.5,0,0.12726731676301323,Normal,Good,-
M00327,Type_05,61.51,2.28,228.2,18.51,3.802,724.2,0,0.12726675601980414,Normal,Good,-
M07211,Type_03,68.54,1.04,223.8,9.92,1.998,320.6,0,0.12726489937045962,Normal,Good,-
M03948,Type_05,65.21,3.48,219.2,10.83,2.137,421.8,0,0.12725452488763211,Normal,Good,-
M04140,Type_05,50.07,2.81,213.9,18.54,3.569,503.8,0,0.1272321051610118,Normal,Good,-
M03318,Type_05,62.45,0.71,221.3,13.52,2.693,997.7,0,0.1272180319592773,Normal,Good,-
M06882,Type_20,68.4,1.24,214.2,11.13,2.146,951.3,0,0.1272109655459609,Normal,Good,-
M04579,Type_03,53.1,1.38,214.1,17.24,3.322,210.2,0,0.12718536474231,Normal,Good,-
M08632,Type_15,60.55,2.49,222.2,12.17,2.434,956.4,0,0.1271465110605334,Normal,Good,-
M00256,Type_22,57.19,0.71,217.1,16.66,3.255,269.9,0,0.12712270779003787,Normal,Good,-
M05878,Type_05,58.61,1.4,222.1,16.89,3.376,51.1,0,0.1271207442209855,Normal,Good,-
M02741,Type_20,75.21,1.44,214.8,13.23,2.558,970.8,0,0.12710820105747803,Normal,Good,-
M09287,Type_03,63.36,1.21,218.6,15.2,2.99,251.3,0,0.12704362710739278,Normal,Good,-
M09368,Type_06,58.65,0.98,223.4,15.69,3.155,875.9,0,0.12703017265993977,Normal,Good,-
